"记录类型","报告月份","用量日期_中国时区","请求时间_UTC","数据时点_UTC","用户名","用户ID","接口","请求模型","上游模型","客户模型别名","输入Token","输出Token","总Token","缓存Token","缓存读取Token","缓存创建Token","图片数","视频数","计量类型","计量数量","计费SKU","价格版本","计费模式","模型倍率","输出倍率","缓存读取倍率","图片倍率","视频倍率","请求日志费用_分","请求日志费用_USD","日账本费用_分","日账本费用_USD","日账本计费请求数","请求日志记录数","耗时毫秒","状态码"
"请求明细","2026-08","2026-08-01","2026-08-01T08:08:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1337","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:09:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1472","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:09:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1745","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:09:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2916","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:09:16Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3909","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:09:32Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","4087","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:09:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","951","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:10:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1178","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:10:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1690","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:10:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1541","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:10:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1598","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:10:38Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","83","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","10662","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:10:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1003","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:11:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1358","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:11:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1931","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:11:16Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4100","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:11:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","2251","1","2252","1935","1935","315","0","0","tokens","2252","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","1","0.01","","","","","1238","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:11:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","895","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","0","0","0","0","0","0","0","0","tokens","0","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","60011","502"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1791","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","483","1","484","398","398","83","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1459","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","61977","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","8100","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1346","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:12:48Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4667","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1333","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1223","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","2251","1","2252","1935","1935","315","0","0","tokens","2252","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","1","0.01","","","","","1645","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:09Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","83","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","40939","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1972","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1276","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:13:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","923","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:14:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1224","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:14:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2028","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:14:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","2244","1","2245","1929","1929","314","0","0","tokens","2245","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","1","0.01","","","","","1632","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:14:15Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3311","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:14:31Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","3350","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:14:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1622","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:15:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1522","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:15:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","24","100","0","0","0","0","0","tokens","100","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2410","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:15:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","2244","1","2245","1929","1929","314","0","0","tokens","2245","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","1","0.01","","","","","1754","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:15:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2536","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:15:30Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2699","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:15:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1623","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:16:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1569","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:16:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2470","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:16:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","483","1","484","398","398","84","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1744","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:16:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1565","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:16:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1561","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1074","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1635","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","2251","1","2252","1935","1935","314","0","0","tokens","2252","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","1","0.01","","","","","1535","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","483","1","484","398","398","83","0","0","tokens","484","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","44738","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2045","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","2251","1","2252","1935","1935","315","0","0","tokens","2252","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","1","0.01","","","","","1356","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:17:48Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4122","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:18:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","989","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:18:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1857","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:18:15Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2682","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:18:46Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2457","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:19:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","0","0","0","0","0","0","0","0","tokens","0","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","60009","502"
"请求明细","2026-08","2026-08-01","2026-08-01T08:19:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1375","200"
"请求明细","2026-08","2026-08-01","2026-08-01T08:19:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1967","200"
